Date,Algerian dinar   (DZD)                     ,Australian dollar   (AUD)                     ,Bahrain dinar   (BHD)                     ,Bolivar Fuerte   (VEF)                     ,Botswana pula   (BWP)                     ,Brazilian real   (BRL)                     ,Brunei dollar   (BND)                     ,Canadian dollar   (CAD)                     ,Chilean peso   (CLP)                     ,Chinese yuan   (CNY)                     ,Colombian peso   (COP)                     ,Czech koruna   (CZK)                     ,Danish krone   (DKK)                     ,Euro   (EUR)                     ,Hungarian forint   (HUF)                     ,Icelandic krona   (ISK)                     ,Indian rupee   (INR)                     ,Indonesian rupiah   (IDR)                     ,Iranian rial   (IRR)                     ,Israeli New Shekel   (ILS)                     ,Japanese yen   (JPY)                     ,Kazakhstani tenge   (KZT)                     ,Korean won   (KRW)                     ,Kuwaiti dinar   (KWD)                     ,Libyan dinar   (LYD)                     ,Malaysian ringgit   (MYR)                     ,Mauritian rupee   (MUR)                     ,Mexican peso   (MXN)                     ,Nepalese rupee   (NPR)                     ,New Zealand dollar   (NZD)                     ,Norwegian krone   (NOK)                     ,Omani rial   (OMR)                     ,Pakistani rupee   (PKR)                     ,Peruvian sol   (PEN)                     ,Philippine peso   (PHP)                     ,Polish zloty   (PLN)                     ,Qatari riyal   (QAR)                     ,Russian ruble   (RUB)                     ,Saudi Arabian riyal   (SAR)                     ,Singapore dollar   (SGD)                     ,South African rand   (ZAR)                     ,Sri Lankan rupee   (LKR)                     ,Swedish krona   (SEK)                     ,Swiss franc   (CHF)                     ,Thai baht   (THB)                     ,Trinidadian dollar   (TTD)                     ,Tunisian dinar   (TND)                     ,U.A.E. dirham   (AED)                     ,U.K. pound   (GBP)                     ,U.S. dollar   (USD)                     ,Uruguayan peso   (UYU)                     
5-Jan-15,88.0422,1.240540876,0.376,6.2842,9.633911368,2.6929,1.3352,1.1787,612.47,6.1248,2383.37,23.225,6.2451,0.839278221,266.97,129.18,63.3888,12589.0,27233.0,3.963,120.29,182.85,1102.6,0.2936,1.9324,3.5398,31.7603,14.9469,102.62935483870967,1.302592158,7.6437,0.3845,100.911,2.989,44.74,3.5975,3.64,61.196066122448975,3.75,1.3352,11.7428,135.88089317269078,7.9302,1.0094,33.019,6.3622,1.8711,3.6725,0.655565753,1,24.146
6-Jan-15,87.9724,1.23061777,0.376,6.2842,9.624639076,2.7107,1.3347,1.1804,616.76,6.1256,2412.82,23.249,6.2459,0.839348665,268.16,129.52,63.385,12658.0,27232.0,3.971,119.3,183.05,1108.7,0.2936,1.9324,3.555,31.8672,14.8479,102.62935483870967,1.30055924,7.7048,0.3845,100.9326,2.981,44.971,3.5975,3.64,61.196066122448975,3.75,1.3347,11.74515,131.02,7.9302,1.0101,32.942,6.3515,1.8831,3.6725,0.658197854,1,24.146
7-Jan-15,88.1491,1.238543473,0.376,6.2842,9.615384615,2.7023,1.3353,1.1851,616.09,6.1269,2452.11,23.505,6.2903,0.845237089,269.68,130.01,63.4495,12732.0,27263.0,3.96,118.95,183.05,1103.9,0.2937,1.9324,3.572,31.9364,14.7936,101.72,1.288659794,7.7339,0.3845,100.8238,2.984,44.98,3.6375,3.64,61.196066122448975,3.75,1.3353,11.6864,131.015,7.9333,1.016,32.896,6.3469,1.8836,3.6725,0.661331922,1,24.186
8-Jan-15,88.3258,1.233349778,0.376,6.2842,9.596928983,2.6807,1.3375,1.1812,614.76,6.1302,2434.31,23.68,6.3221,0.849762067,269.54,130.67,62.967,12731.0,27294.0,3.974,119.43,183.05,1099.7,0.29395,1.9324,3.568,32.0247,14.6274,101.08,1.285016705,7.6717,0.3845,100.7977,2.986,45.032,3.6482,3.64,61.196066122448975,3.75,1.3375,11.6408,131.25,7.9616,1.0205,32.896,6.3586,1.8907,3.6725,0.663922454,1,24.343
9-Jan-15,87.9384,1.228803146,0.376,6.2842,9.560229446,2.6919,1.3366,1.1857,613.08,6.1296,2405.03,23.752,6.2976,0.846525015,268.91,130.25,62.3953,12640.0,27294.0,3.958,119.85,183.05,1098.5,0.29395,1.9324,3.555,32.0652,14.5804,100.28,1.278772379,7.6699,0.3845,100.8185,2.982,45.064,3.6252,3.64,61.196066122448975,3.75,1.3366,11.57545,131.25,8.0367,1.0166,32.87,6.3656,1.89659,3.6725,0.660066007,1,24.44
12-Jan-15,87.7955,1.213003396,0.376,6.2842,9.541984733,2.6583,1.3318,1.193,614.03,6.1233,2405.03,23.965,6.3022,0.847170451,269.15,130.41,62.1605,12568.0,27292.0,3.956,119.85,183.05,1092.2,0.29385,1.9324,3.5505,32.1051,14.6398,99.73,1.274047649,7.7325,0.3845,100.7911,2.987,44.946,3.6218,3.64,62.7363,3.75,1.3318,11.50845,131.245,8.0682,1.0175,32.853,6.3642,1.89123,3.6725,0.660501982,1,24.545
13-Jan-15,87.8428,1.223690651,0.376,6.2842,9.532888465,2.6575,1.3337,1.1948,616.52,6.1195,2406.71,24.112,6.3145,0.848752334,269.11,130.38,62.1021,12608.0,27314.0,3.945,117.95,183.55,1083.0,0.29385,1.9324,3.5755,32.103,14.5559,99.46,1.284686536,7.7364,0.3845,100.6339,2.983,44.864,3.6252,3.64,64.8425,3.75,1.3337,11.50435,131.22,8.0377,1.0185,32.855,6.3736,1.89494,3.6725,0.66041474,1,24.693
14-Jan-15,87.6431,1.234720336,0.376,6.2842,9.541984733,2.6485,1.336,1.1958,617.53,6.1205,2442.03,23.975,6.3173,0.8492569,272.35,130.5,62.153,12580.0,27348.0,3.939,117.5,183.55,1081.5,0.29395,1.9324,3.594,32.1284,14.5644,99.43,1.292323598,7.6909,0.3845,100.6436,2.991,44.832,3.6525,3.64,66.0983,3.75,1.336,11.5175,131.22,8.0808,1.0221,32.796,6.3781,1.89735,3.6725,0.65824118,1,24.8
15-Jan-15,87.9627,1.218917601,0.376,6.2842,9.505703422,2.6222,1.334,1.1932,625.38,6.1193,2438.79,23.783,6.35,0.854116843,274.86,131.36,61.7588,12617.0,27347.0,3.899,117.7,183.8,1079.9,0.29395,1.9324,3.5715,32.1526,14.5821,99.43,1.295001295,7.6136,0.3845,100.7758,2.994,44.832,3.6588,3.64,64.8337,3.75,1.334,11.4583,131.22,8.0782,0.8756,32.75,6.3786,1.89735,3.6725,0.656383328,1,24.8
16-Jan-15,88.3238,1.213886866,0.376,6.2842,9.578544061,2.6122,1.3246,1.1986,623.67,6.1188,2398.91,23.977,6.4158,0.862961685,276.27,131.77,61.8933,12593.0,27347.0,3.914,116.41,183.8,1084.1,0.29395,1.9324,3.57,32.2438,14.6223,99.43,1.280409731,7.5928,0.3845,100.8052,3.007,44.832,3.7174,3.64,65.1738,3.75,1.3246,11.5582,131.0889,8.1053,0.8753,32.668,6.3375,1.90636,3.6725,0.657764915,1,24.697
20-Jan-15,88.3958,1.22324159,0.376,6.2842,9.606147935,2.6243,1.3379,1.2085,629.09,6.1226,2383.91,24.049,6.4212,0.863632438,274.59,131.72,61.8475,12659.0,27395.0,3.928,117.88,183.8,1079.8,0.29395,1.9324,3.5985,32.3316,14.6484,98.74,1.285016705,7.6013,0.3845,100.793,3.007,44.681,3.7346,3.64,64.9862,3.75,1.3379,11.6092,131.7054,8.1277,0.8724,32.71,6.3327,1.91127,3.6725,0.660371129,1,24.524
21-Jan-15,88.3358,1.217730151,0.376,6.2842,9.578544061,2.6247,1.3365,1.2374,627.23,6.1268,2373.44,24.104,6.4138,0.862589494,272.91,131.99,61.614,12557.0,27420.0,3.933,117.8,184.1,1084.4,0.29395,1.9324,3.6225,32.4091,14.6983,98.71,1.308557969,7.6124,0.3845,100.7572,3.009,44.679,3.7358,3.64,65.5558,3.75,1.3365,11.56665,131.7433,8.1631,0.866,32.673,6.3464,1.91514,3.6725,0.661550675,1,24.459
22-Jan-15,88.3637,1.239003841,0.376,6.2842,9.551098376,2.5968,1.3346,1.2371,628.44,6.1247,2361.54,24.013,6.4085,0.860733345,271.46,131.78,61.691,12451.0,27419.0,3.935,118.12,184.1,1086.8,0.29395,1.9324,3.6115,32.3725,14.612,98.62,1.32222663,7.6011,0.3845,100.7619,3.002,44.496,3.6994,3.64,65.4,3.75,1.3346,11.48485,131.9,8.1487,0.8549,32.595,6.3307,1.91573,3.6725,0.658804928,1,24.444
23-Jan-15,91.514,1.252034556,0.376,6.2842,9.596928983,2.5754,1.3374,1.2403,625.95,6.1342,2370.75,24.859,6.6467,0.89301661,277.17,134.96,61.4988,12444.0,27419.0,3.963,118.5,184.1,1085.3,0.29395,1.9324,3.595,32.4851,14.6499,98.72,1.33386688,7.7742,0.3845,100.7921,3.009,44.361,3.7687,3.64,63.393,3.75,1.3374,11.4342,131.85,8.2678,0.8739,32.593,6.3566,1.91656,3.6725,0.667913438,1,24.511
26-Jan-15,92.2581,1.252034556,0.376,6.2842,9.596928983,2.5856,1.3452,1.2411,626.38,6.1384,2386.5,24.68,6.6213,0.889363216,277.01,134.91,61.4988,12517.0,27497.0,3.998,117.5,184.45,1084.1,0.29495,1.9324,3.607,32.6435,14.5887,98.28,1.346257404,7.7681,0.3845,101.0061,3.017,44.158,3.7601,3.64,65.5937,3.75,1.3452,11.48345,131.85,8.3051,0.8906,32.571,6.363,1.94599,3.6725,0.666045025,1,24.38
27-Jan-15,92.3789,1.259287243,0.376,6.2842,9.624639076,2.5966,1.3439,1.2404,625.67,6.1364,2386.28,24.643,6.5879,0.884486114,276.21,134.04,61.464,12493.0,27496.0,3.995,118.6,184.45,1079.3,0.29495,1.9324,3.61,32.7898,14.5872,98.28,1.34643867,7.795,0.3845,100.9613,3.022,44.082,3.7348,3.64,67.8153,3.75,1.3439,11.5827,132.0817,8.2773,0.9021,32.573,6.3412,1.94485,3.6725,0.663129973,1,24.224
28-Jan-15,92.2414,1.251407834,0.376,6.2842,9.596928983,2.5809,1.3518,1.2451,623.37,6.1282,2381.11,24.543,6.5621,0.881523272,273.99,132.95,61.4105,12498.0,27495.0,3.945,117.8,184.45,1082.1,0.29495,1.9324,3.624,32.7805,14.6878,98.24,1.341381623,7.753,0.3845,100.9162,3.027,44.117,3.7276,3.64,67.1506,3.75,1.3518,11.55215,132.0975,8.1915,0.9017,32.607,6.3325,1.9361,3.6725,0.658111221,1,24.274
29-Jan-15,92.411,1.270809506,0.376,6.2842,9.652509653,2.5797,1.3533,1.2644,622.44,6.1335,2362.42,24.562,6.5789,0.883782589,275.77,133.64,61.4998,12515.0,27530.0,3.926,117.74,184.45,1082.9,0.29495,1.9324,3.634,32.7069,14.8414,98.26,1.365187713,7.7976,0.3845,100.9901,3.042,44.14,3.7418,3.64,68.7303,3.75,1.3533,11.6449,132.194,8.276,0.9161,32.624,6.334,1.93116,3.6725,0.660938533,1,24.318
30-Jan-15,92.9012,1.285181853,0.376,6.2842,9.633911368,2.596,1.3512,1.2717,626.48,6.137,2397.35,24.585,6.5847,0.884564352,274.91,132.94,61.7575,12625.0,27530.0,3.924,118.22,184.45,1090.8,0.29495,1.9324,3.6235,32.6433,14.9885,98.98,1.375894331,7.8138,0.3845,101.2007,3.056,44.132,3.7204,3.64,68.9291,3.75,1.3512,11.5895,132.2,8.266,0.9237,32.719,6.3311,1.93842,3.6725,0.663042037,1,24.449
2-Feb-15,92.9886,1.287166946,0.376,6.2842,9.615384615,2.6623,1.3545,1.2578,632.03,6.1385,2441.1,24.537,6.5818,0.884173298,274.19,132.87,61.884,12700.0,27502.0,3.937,117.44,184.45,1095.9,0.29495,1.9324,3.6235,32.6488,14.9885,98.98,1.379310345,7.7122,0.3845,101.1373,3.057,44.084,3.6801,3.64,69.664,3.75,1.3545,11.5721,132.2,8.2488,0.9313,32.607,6.3349,1.93336,3.6725,0.665557404,1,24.384
3-Feb-15,92.7182,1.30565348,0.376,6.2842,9.56937799,2.6894,1.3545,1.2456,632.19,6.1369,2407.29,24.388,6.5436,0.879043601,273.31,132.63,61.7389,12643.0,27501.0,3.93,117.22,184.45,1101.2,0.29485,1.9324,3.6235,32.6488,14.7566,98.88,1.369300288,7.5923,0.3845,101.3502,3.057,44.191,3.6886,3.64,67.7727,3.75,1.3527,11.45635,132.2,8.2899,0.9277,32.539,6.3405,1.9335,3.6725,0.664010624,1,24.286
4-Feb-15,93.1792,1.278772379,0.376,6.2842,9.532888465,2.7059,1.345,1.255,626.97,6.1318,2374.72,24.261,6.5036,0.873667657,270.01,131.33,61.68,12609.0,27499.0,3.894,117.82,184.75,1098.3,0.29475,1.9324,3.558,32.6261,14.8011,98.67,1.361285053,7.5402,0.3845,101.2113,3.059,44.094,3.644,3.64,65.447,3.75,1.345,11.4205,132.2,8.2483,0.9269,32.593,6.3319,1.9301,3.6725,0.657678395,1,24.3
5-Feb-15,93.3301,1.287166946,0.376,6.2842,9.523809524,2.7148,1.3476,1.2422,627.09,6.1366,2381.91,24.304,6.5255,0.876424189,270.96,131.35,61.8748,12653.0,27535.0,3.875,117.29,184.75,1089.2,0.295,1.9324,3.573,32.7016,14.7548,98.81,1.357957632,7.5697,0.3845,101.2113,3.061,44.053,3.6656,3.64,68.6113,3.75,1.3476,11.38375,132.2,8.263,0.9279,32.604,6.3508,1.9192,3.6725,0.655952771,1,24.419
6-Feb-15,93.2253,1.277139208,0.376,6.2842,9.478672986,2.7386,1.3449,1.2523,624.8,6.1261,2384.53,24.19,6.5031,0.873591334,267.47,131.21,61.7363,12613.0,27535.0,3.869,117.48,184.75,1089.2,0.295,1.9324,3.5525,32.7595,14.9024,98.78,1.357957632,7.488,0.3845,101.2074,3.065,44.129,3.6395,3.64,66.0432,3.75,1.3449,11.31115,132.2,8.2556,0.9217,32.561,6.3307,1.9236,3.6725,0.652230629,1,24.454
9-Feb-15,93.7115,1.288493751,0.376,6.2842,9.624639076,2.7641,1.3528,1.2448,623.21,6.1311,2384.76,24.58,6.6022,0.88691796,270.65,132.22,62.141,12679.0,27559.0,3.88,118.9,185.05,1088.3,0.29535,1.9324,3.56,32.8556,14.8014,98.72,1.360174102,7.6404,0.3845,101.2489,3.064,44.163,3.6811,3.64,65.7817,3.75,1.3528,11.5644,132.8,8.3723,0.9262,32.618,6.3309,1.92798,3.6725,0.656987057,1,24.498
10-Feb-15,94.0996,1.277791975,0.376,6.2842,9.652509653,2.7873,1.3528,1.2528,626.04,6.1295,2371.31,24.541,6.5894,0.885190759,274.23,132.71,61.9634,12644.0,27558.0,3.875,118.5,185.05,1097.0,0.29535,1.9324,3.5815,32.899,14.9309,99.47,1.349345567,7.583,0.3845,101.2659,3.07,44.315,3.722,3.64,65.4469,3.75,1.3528,11.6405,132.8,8.3607,0.9253,32.6,6.3337,1.93305,3.6725,0.657289339,1,24.577
11-Feb-15,94.1931,1.287166946,0.376,6.2842,9.718172983,2.8075,1.3564,1.2635,626.44,6.1315,2380.79,24.462,6.5795,0.883860704,272.85,132.43,62.1536,12700.0,27558.0,3.864,118.5,185.05,1090.8,0.2955,1.9324,3.597,32.9471,15.1099,99.5,1.351351351,7.603,0.3845,101.4883,3.092,44.354,3.7094,3.64,66.0585,3.75,1.3564,11.8191,132.7987,8.3415,0.9267,32.638,6.3414,1.93585,3.6725,0.653936699,1,24.816
12-Feb-15,94.1078,1.307531381,0.376,6.2842,9.708737864,2.8576,1.3617,1.2462,628.22,6.1333,2416.61,24.455,6.5718,0.882768362,271.37,132.13,62.43,12794.0,27592.0,3.893,120.28,185.05,1096.9,0.29565,1.9324,3.6215,32.9986,14.9167,99.61,1.357588922,7.7176,0.3845,101.4264,3.079,44.353,3.6926,3.64,66.0994,3.75,1.3617,11.7766,132.8,8.4016,0.9312,32.691,6.3562,1.93313,3.6725,0.651975486,1,24.726
13-Feb-15,94.1578,1.2848516,0.376,6.2842,9.671179884,2.8625,1.3561,1.2449,626.92,6.1288,2401.03,24.285,6.5407,0.878657411,267.78,131.23,62.136,12769.0,27592.0,3.883,118.99,185.05,1107.5,0.29565,1.9324,3.5815,33.0773,14.8605,99.7,1.346619984,7.6035,0.3845,101.4506,3.079,44.396,3.6552,3.64,65.0862,3.75,1.3561,11.76845,132.8,8.4242,0.9287,32.606,6.3314,1.92698,3.6725,0.649941505,1,24.726
17-Feb-15,94.1578,1.2848516,0.376,6.2842,9.671179884,2.8625,1.3561,1.2449,626.92,6.1288,2401.03,24.285,6.5407,0.876040298,267.78,131.23,62.136,12769.0,27592.0,3.883,118.34,185.05,1107.5,0.29565,1.9324,3.5815,33.0773,14.8605,99.7,1.346619984,7.6035,0.3845,101.4506,3.079,44.396,3.6552,3.64,65.0862,3.75,1.3561,11.76845,132.8,8.4242,0.9287,32.606,6.3314,1.92698,3.6725,0.64977258,1,24.726
18-Feb-15,94.2924,1.277628721,0.376,6.2842,9.652509653,2.8392,1.3573,1.2455,619.72,6.1288,2416.37,24.254,6.5459,0.879352796,270.27,131.78,62.245,12804.0,27629.0,3.85,119.25,185.05,1107.5,0.29545,1.9324,3.594,33.2032,14.9473,99.46,1.326963907,7.5167,0.3845,101.562,3.083,44.279,3.6784,3.64,62.4001,3.75,1.3573,11.7116,132.8,8.3466,0.9399,32.571,6.3314,1.92808,3.6725,0.648424329,1,24.457
19-Feb-15,94.3925,1.283038235,0.376,6.2842,9.624639076,2.843,1.3573,1.2486,620.4,6.1288,2429.71,24.033,6.5375,0.878194432,268.27,131.49,62.245,12804.0,27628.0,3.844,118.75,185.05,1107.5,0.29545,1.9324,3.594,33.2032,14.9583,99.75,1.324678765,7.592,0.3845,101.5924,3.084,44.279,3.6631,3.64,62.1307,3.75,1.3573,11.63755,132.8,8.3436,0.9475,32.554,6.3412,1.92825,3.6725,0.64699793,1,24.614
20-Feb-15,94.4898,1.280409731,0.376,6.2842,9.643201543,2.8545,1.3573,1.2506,620.33,6.1288,2445.16,24.344,6.604,0.885112409,269.13,132.3,62.255,12849.0,27628.0,3.861,118.89,185.05,1107.5,0.29545,1.9324,3.594,33.2295,15.0757,99.75,1.330494944,7.6058,0.3845,101.8001,3.084,44.236,3.6895,3.64,61.7235,3.75,1.3573,11.63265,132.9,8.426,0.9512,32.563,6.3396,1.92534,3.6725,0.650702759,1,24.66
23-Feb-15,94.5703,1.276487107,0.376,6.2842,9.671179884,2.8701,1.3603,1.258,616.86,6.1288,2455.54,24.291,6.6062,0.885112409,270.21,132.5,62.1838,12813.0,27669.0,3.858,119.07,185.05,1101.3,0.29555,1.9324,3.641,33.2295,15.0832,99.56,1.328727079,7.6478,0.3845,101.7419,3.087,44.206,3.6933,3.64,61.7235,3.75,1.3603,11.70355,132.9,8.4083,0.9493,32.569,6.3426,1.9315,3.6725,0.650999284,1,24.753
24-Feb-15,94.5872,1.286504567,0.376,6.2842,9.615384615,2.8811,1.3601,1.2603,621.18,6.133,2489.81,24.257,6.585,0.882768362,270.53,132.61,62.2758,12866.0,27710.0,3.952,118.91,185.05,1109.8,0.29575,1.9324,3.627,33.2295,14.9712,99.72,1.328727079,7.6139,0.3845,101.7617,3.092,44.256,3.6948,3.64,63.5083,3.75,1.3601,11.5805,132.9,8.4153,0.9494,32.575,6.348,1.93873,3.6725,0.647374895,1,24.641
25-Feb-15,94.4771,1.268069997,0.376,6.2842,9.560229446,2.8649,1.357,1.2419,622.88,6.1384,2500.59,24.165,6.5794,0.881367883,268.71,132.08,62.0468,12887.0,27709.0,3.938,118.8,185.05,1108.6,0.29575,1.9324,3.6245,33.2295,14.9228,99.52,1.334935256,7.6084,0.3845,101.9203,3.094,44.314,3.6649,3.64,62.5906,3.75,1.357,11.45775,132.8991,8.3919,0.9496,32.556,6.3564,1.93063,3.6725,0.645244548,1,24.613
26-Feb-15,94.7312,1.272750414,0.376,6.2842,9.541984733,2.8646,1.353,1.249,619.5,6.1379,2489.41,24.306,6.5988,0.883626403,266.77,131.68,61.9395,12862.0,27708.0,3.933,118.95,185.05,1102.5,0.29575,1.9324,3.598,33.2425,14.9624,99.15,1.323276432,7.5674,0.3845,101.9321,3.091,44.168,3.6519,3.64,60.7109,3.75,1.353,11.4246,132.9,8.2936,0.9466,32.438,6.3616,1.93318,3.6725,0.644537544,1,24.547
27-Feb-15,94.8583,1.283367556,0.376,6.2842,9.643201543,2.8728,1.3568,1.2508,617.67,6.1475,2484.58,24.401,6.6423,0.889679715,269.94,132.94,61.7908,12863.0,27708.0,3.966,119.26,185.05,1099.2,0.29575,1.9324,3.6113,33.2578,14.9553,98.81,1.327844908,7.6281,0.3845,101.8895,3.091,44.087,3.698,3.64,61.2718,3.75,1.3568,11.6244,132.9,8.3692,0.9488,32.373,6.3452,1.9376,3.6725,0.648130145,1,24.64
2-Mar-15,94.8837,1.287332647,0.376,6.2842,9.699321048,2.8782,1.3641,1.2535,617.38,6.1513,2496.99,24.48,6.6476,0.890709896,270.58,133.21,61.8248,12993.0,27770.0,3.986,119.86,185.05,1099.5,0.2965,1.9324,3.627,33.4036,14.9862,98.94,1.323276432,7.6677,0.3845,101.9211,3.093,44.082,3.7053,3.64,62.2248,3.75,1.3641,11.72095,132.9,8.3432,0.9561,32.355,6.3223,1.95008,3.6725,0.649182031,1,24.522
3-Mar-15,95.07,1.277791975,0.376,6.2842,9.727626459,2.8655,1.3646,1.2452,617.6,6.1543,2522.03,24.576,6.6738,0.895415473,272.63,133.7,61.8387,12962.0,27769.0,3.987,119.77,185.05,1102.5,0.2965,1.9324,3.6275,33.5112,14.9544,99.06,1.331380642,7.7091,0.3845,101.9097,3.091,44.129,3.719,3.64,62.3649,3.75,1.3646,11.81295,132.9,8.3182,0.9606,32.354,6.3522,1.9489,3.6725,0.650787453,1,24.656
4-Mar-15,95.1759,1.280081925,0.376,6.2842,9.727626459,2.9051,1.3626,1.244,617.6,6.1525,2555.08,24.683,6.704,0.89895721,275.85,134.11,61.8543,12963.0,27804.0,3.984,119.57,185.05,1100.0,0.2966,1.9324,3.6285,33.652,15.0756,99.06,1.325029813,7.7441,0.3845,101.9215,3.097,44.089,3.7485,3.64,61.8745,3.75,1.3626,11.7741,132.8986,8.2748,0.9623,32.354,6.339,1.9524,3.6725,0.651847989,1,24.756
5-Mar-15,95.1759,1.278772379,0.376,6.2842,9.727626459,2.9804,1.3685,1.2482,619.78,6.1525,2565.9,24.77,6.7343,0.903423977,276.59,134.96,62.2015,13022.0,27847.0,3.984,119.8,185.05,1096.5,0.2971,1.9324,3.6565,33.8038,15.1686,99.06,1.316829076,7.7207,0.3845,101.8517,3.097,44.084,3.7525,3.64,61.8457,3.75,1.3685,11.78115,132.8986,8.3547,0.969,32.354,6.3467,1.9565,3.6725,0.655995802,1,24.699
6-Mar-15,95.8407,1.281229981,0.376,6.2842,9.756097561,2.9931,1.3695,1.2616,619.61,6.1533,2543.47,24.899,6.7969,0.912159081,277.24,135.55,62.2015,12983.0,27847.0,3.984,120.05,185.2,1100.1,0.2971,1.9324,3.6475,34.0048,15.4445,99.46,1.336005344,7.7917,0.3845,101.8238,3.1,44.159,3.7649,3.64,59.9938,3.75,1.3695,11.8,132.9,8.3464,0.9779,32.416,6.3483,1.963,3.6725,0.658935161,1,24.844
9-Mar-15,96.137,1.299714063,0.376,6.2842,9.920634921,3.0366,1.3813,1.2598,624.68,6.1563,2565.61,25.093,6.8604,0.920810313,279.91,136.51,62.616,13047.0,27888.0,4.017,121.03,185.2,1099.5,0.2983,1.9324,3.688,34.3839,15.4544,99.46,1.357404642,7.8992,0.3845,101.8143,3.096,44.118,3.789,3.64,59.9938,3.75,1.3813,12.11295,132.9,8.4558,0.9843,32.565,6.3283,1.9726,3.6725,0.662120109,1,25.085
10-Mar-15,96.4377,1.307873398,0.376,6.2842,10.0,3.1018,1.3856,1.2633,628.47,6.1572,2592.86,25.397,6.9395,0.931272118,284.68,137.82,62.6983,13059.0,27930.0,4.041,121.46,185.2,1110.3,0.2986,1.9324,3.6965,34.7062,15.5837,100.09,1.359064963,8.0457,0.3845,101.6973,3.098,44.25,3.8345,3.64,60.6649,3.75,1.3856,12.24845,132.9,8.5135,0.9944,32.642,6.3549,1.9726,3.6725,0.664761018,1,25.139
11-Mar-15,97.313,1.315097317,0.376,6.2842,10.03009027,3.1299,1.3874,1.2764,633.03,6.1597,2618.79,25.8,7.0515,0.945358291,288.13,139.67,62.745,13164.0,27960.0,4.049,121.22,185.35,1119.5,0.29908,1.9324,3.714,35.0666,15.4455,100.42,1.373815084,8.184,0.3845,101.7629,3.098,44.263,3.9091,3.64,62.6797,3.75,1.3874,12.25905,132.9,8.5751,1.006,32.744,6.3582,1.9868,3.6725,0.664319405,1,25.1
12-Mar-15,97.2705,1.315097317,0.376,6.2842,9.99000999,3.1162,1.3875,1.2691,637.59,6.1617,2633.65,25.735,7.0268,0.942240648,286.03,139.19,62.5665,13176.0,27995.0,4.022,121.62,185.35,1126.6,0.29985,1.9324,3.696,35.0666,15.4003,100.46,1.374003847,8.0948,0.3845,101.7386,3.096,44.342,3.8928,3.64,60.9595,3.75,1.3875,12.1725,132.9,8.5455,1.001,32.855,6.3526,1.9868,3.6725,0.66728947,1,25.116
13-Mar-15,97.3385,1.303611002,0.376,6.2842,10.12145749,3.1171,1.3839,1.2803,633.54,6.1588,2610.08,25.832,7.0559,0.945894816,287.68,139.21,62.6733,13191.0,27995.0,4.015,121.43,185.35,1130.9,0.29985,1.9324,3.6965,35.3701,15.4892,100.01,1.352813853,8.1588,0.3845,101.7296,3.099,44.271,3.9141,3.64,61.3167,3.75,1.3839,12.4071,132.9,8.6123,1.0076,32.821,6.3507,1.993,3.6725,0.67558438,1,25.312
16-Mar-15,97.3809,1.308557969,0.376,6.2842,10.1010101,3.2264,1.3925,1.2765,639.02,6.1615,2661.52,25.856,7.072,0.947238799,289.17,139.8,62.8215,13237.0,27997.0,4.019,121.4,185.35,1125.6,0.3,1.9324,3.7075,35.7473,15.4892,100.75,1.36425648,8.2277,0.3845,101.7457,3.095,44.271,3.926,3.64,62.1497,3.75,1.3925,12.4124,132.9,8.6965,1.0049,32.9,6.3344,1.98199,3.6725,0.676315434,1,25.235
17-Mar-15,97.1518,1.309757695,0.376,6.2842,10.08064516,3.2257,1.3892,1.2769,639.37,6.1585,2675.08,25.565,7.0159,0.94029149,286.46,138.72,62.692,13209.0,27996.0,4.019,121.4,185.35,1133.9,0.2999,1.9324,3.6995,36.1098,15.4271,100.5,1.356668023,8.2666,0.3845,101.7143,3.094,44.402,3.9034,3.64,61.751,3.75,1.3892,12.35745,132.9,8.6485,1.0028,32.915,6.3503,1.96796,3.6725,0.677966102,1,25.444
18-Mar-15,97.3257,1.312163758,0.376,6.2842,10.09081736,3.2683,1.3887,1.2771,640.84,6.1556,2677.97,25.797,7.0422,0.944108761,286.28,138.76,62.672,13164.0,27995.0,4.02,121.33,185.35,1130.1,0.2999,1.9324,3.7,36.2563,15.4192,100.33,1.367053999,8.4026,0.3845,101.7901,3.098,44.461,3.9073,3.64,61.3483,3.75,1.3887,12.38135,132.9,8.6666,1.0028,32.906,6.3426,1.95698,3.6725,0.683293475,1,25.497
19-Mar-15,97.0414,1.293326436,0.376,6.2842,10.01001001,3.2518,1.3809,1.2744,642.18,6.146,2651.49,25.687,6.9784,0.936592676,282.64,138.19,62.4208,13008.0,27994.0,4.006,120.5,185.5,1126.6,0.29955,1.9324,3.68,36.3367,15.296,100.31,1.337792642,8.0879,0.3845,101.9043,3.095,44.691,3.8596,3.64,59.8308,3.75,1.3809,12.2646,132.9,8.7185,0.9893,32.733,6.3464,1.95942,3.6725,0.67136623,1,25.582
20-Mar-15,96.8971,1.302422506,0.376,6.2842,9.98003992,3.2642,1.3861,1.2595,638.82,6.1496,2613.38,25.5,6.915,0.927988122,284.21,138.35,62.4923,13075.0,27994.0,4.053,120.72,185.5,1114.0,0.29955,1.9324,3.7225,36.3707,15.0317,100.03,1.348254011,8.0851,0.3845,102.1179,3.087,44.661,3.8645,3.64,60.0341,3.75,1.3861,12.2167,132.9,8.6706,0.9862,32.711,6.3487,1.95653,3.6725,0.676773146,1,25.495
